Frame         Time          Bond          Angle         Dihed         Impr          Elec          VdW           Conf          Nonbond       Total         
4237          4237          +210.754      +684.618      +693.727      +34.7701      -1156.99      -227.635      +1623.87      -1384.62      +239.249      
4238          4238          +246.308      +661.054      +707.24       +42.5153      -1169.08      -228.39       +1657.12      -1397.47      +259.643      
4239          4239          +233.947      +654.512      +694.119      +36.0709      -1139.01      -232.047      +1618.65      -1371.06      +247.591      
4240          4240          +230.156      +667.784      +712.278      +55.6016      -1171.39      -230.108      +1665.82      -1401.5       +264.321      
4241          4241          +235.256      +634.621      +690.532      +39.4104      -1133.82      -224.946      +1599.82      -1358.76      +241.058      
4242          4242          +242.713      +647.187      +696.992      +37.1296      -1144.33      -236.677      +1624.02      -1381.01      +243.012      
4243          4243          +250.945      +675.395      +686.848      +41.1049      -1154.81      -225.671      +1654.29      -1380.49      +273.807      
4244          4244          +219.993      +659.52       +701.102      +40.649       -1129.77      -236.997      +1621.26      -1366.76      +254.501      
4245          4245          +234.186      +669.135      +701.564      +38.7548      -1143.75      -231.479      +1643.64      -1375.23      +268.412      
4246          4246          +201.848      +697.494      +694.331      +41.66        -1137.24      -216.898      +1635.33      -1354.14      +281.196      
4247          4247          +206.489      +650.555      +708.716      +38.6901      -1138.28      -197.056      +1604.45      -1335.33      +269.115      
4248          4248          +218.516      +672.071      +687.458      +42.8841      -1138.5       -236.385      +1620.93      -1374.89      +246.04       
4249          4249          +208.955      +693.079      +688.636      +35.0449      -1123.52      -222.277      +1625.72      -1345.8       +279.92       
4250          4250          +236.931      +667.041      +699.046      +31.533       -1121.39      -236.611      +1634.55      -1358.01      +276.545      
4251          4251          +237.225      +674.037      +700.785      +33.6482      -1127.45      -243.165      +1645.7       -1370.62      +275.078      
4252          4252          +232.01       +628.482      +693.142      +31.5639      -1124.27      -209.281      +1585.2       -1333.55      +251.647      
4253          4253          +233.877      +646.969      +703.997      +35.2422      -1137.4       -223.911      +1620.08      -1361.31      +258.771      
4254          4254          +200.033      +674.663      +708.569      +41.4119      -1119.64      -254.449      +1624.68      -1374.09      +250.591      
4255          4255          +207.626      +685.45       +702.941      +38.9747      -1116.9       -225.379      +1634.99      -1342.28      +292.712      
4256          4256          +231.732      +668.12       +696.97       +26.4332      -1122.79      -207.965      +1623.26      -1330.75      +292.502      
4257          4257          +241.214      +637.239      +712.024      +38.2854      -1113.67      -241.852      +1628.76      -1355.52      +273.243      
4258          4258          +213.543      +656.652      +687.96       +34.8224      -1131.83      -214.17       +1592.98      -1346         +246.981      
4259          4259          +235.675      +658.727      +713.604      +36.835       -1123.45      -236.171      +1644.84      -1359.62      +285.218      
4260          4260          +224.667      +668.971      +691.625      +34.358       -1128.17      -218.171      +1619.62      -1346.34      +273.284      
4261          4261          +236.097      +665.616      +696.593      +36.8816      -1134.09      -217.4        +1635.19      -1351.49      +283.699      
4262          4262          +245.686      +679.59       +709.855      +46.3932      -1159.37      -231.669      +1681.52      -1391.04      +290.481      
4263          4263          +214.927      +672.396      +704.915      +41.1473      -1150.41      -220.422      +1633.39      -1370.83      +262.554      
4264          4264          +241.612      +693.895      +717.369      +42.9982      -1123.1       -223.503      +1695.87      -1346.6       +349.276      
4265          4265          +239.371      +727.351      +700.601      +42.8755      -1164.42      -209.898      +1710.2       -1374.32      +335.88       
4266          4266          +231.303      +700.849      +714.081      +34.0901      -1113.48      -225.129      +1680.32      -1338.61      +341.713      
4267          4267          +226.622      +699.316      +724.178      +27.7521      -1122.76      -241.548      +1677.87      -1364.3       +313.563      
4268          4268          +233.365      +664.085      +686.385      +37.4784      -1116.27      -211.01       +1621.31      -1327.28      +294.036      
4269          4269          +216.284      +679.329      +695.526      +40.0019      -1137.63      -229.365      +1631.14      -1366.99      +264.148      
4270          4270          +205.781      +679.757      +704.471      +43.2586      -1114.6       -211.337      +1633.27      -1325.94      +307.333      
4271          4271          +247.044      +657.009      +712.387      +31.7497      -1118.31      -242.181      +1648.19      -1360.5       +287.695      
4272          4272          +213.627      +635.759      +694.616      +35.2617      -1137.97      -225.334      +1579.26      -1363.3       +215.962      
4273          4273          +229.955      +639.726      +691.379      +38.3429      -1124.79      -231.817      +1599.4       -1356.61      +242.792      
4274          4274          +215.723      +689.134      +702.072      +34.1446      -1158.1       -234.569      +1641.07      -1392.66      +248.409      
4275          4275          +228.677      +651.532      +700.79       +44.118       -1146.82      -225.492      +1625.12      -1372.31      +252.804      
4276          4276          +220.127      +677.304      +705.49       +39.1591      -1128.7       -240.865      +1642.08      -1369.57      +272.513      
4277          4277          +240.372      +681.517      +700.148      +44.3464      -1137.11      -231.661      +1666.38      -1368.77      +297.613      
4278          4278          +214.762      +679.728      +698.076      +41.9858      -1132.39      -222.831      +1634.55      -1355.23      +279.326      
